field,sun_sign,sun_neptune_aspect,sun_uranus_aspect,venus_neptune_aspect,trop_sun_in_creative_sign,trop_venus_in_creative_sign,trop_creativity_score,sid_sun_in_creative_sign,sid_venus_in_creative_sign,sid_creativity_score,Sun-Moon,Sun-Mercury,Sun-Venus,Sun-Mars,Sun-Jupiter,Sun-Saturn,Sun-Uranus,Sun-Neptune,Sun-Pluto,Sun-Rahu,Sun-Ketu,Moon-Mercury,Moon-Venus,Moon-Mars,Moon-Jupiter,Moon-Saturn,Moon-Uranus,Moon-Neptune,Moon-Pluto,Moon-Rahu,Moon-Ketu,Mercury-Venus,Mercury-Mars,Mercury-Jupiter,Mercury-Saturn,Mercury-Uranus,Mercury-Neptune,Mercury-Pluto,Mercury-Rahu,Mercury-Ketu,Venus-Mars,Venus-Jupiter,Venus-Saturn,Venus-Uranus,Venus-Neptune,Venus-Pluto,Venus-Rahu,Venus-Ketu,Mars-Jupiter,Mars-Saturn,Mars-Uranus,Mars-Neptune,Mars-Pluto,Mars-Rahu,Mars-Ketu,Jupiter-Saturn,Jupiter-Uranus,Jupiter-Neptune,Jupiter-Pluto,Jupiter-Rahu,Jupiter-Ketu,Saturn-Uranus,Saturn-Neptune,Saturn-Pluto,Saturn-Rahu,Saturn-Ketu,Uranus-Neptune,Uranus-Pluto,Uranus-Rahu,Uranus-Ketu,Neptune-Pluto,Neptune-Rahu,Neptune-Ketu,Pluto-Rahu,Pluto-Ketu
scientist,Pisces,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,2,-0.149932249857943,0.9858129692873600,0.9171725881113700,0.5504669133533710,0.8984489380986810,0.9827491396296430,-0.9255529706166930,0.7152342201899830,0.48190221107361500,0.6318929762158310,-0.6318929762158310,-0.3137553727635510,-0.5314995303649850,0.7428872420577540,0.29940832903313000,-0.3301988199002270,-0.2355681081550490,-0.7982215058591890,-0.9385730793233440,0.6715535008455260,-0.6715535008455260,0.9710462246598690,0.40252874963291800,0.8120044595662700,0.9998491687847560,-0.8488720062185360,0.8223932555805520,0.6221376426094320,0.49283712267927500,-0.49283712267927500,0.17219083428218200,0.6490644484816990,0.9750487778314010,-0.6980161918124740,0.9344919814649200,0.7911545800686270,0.27070282987239400,-0.27070282987239300,0.8611337616694410,0.3865694450489800,-0.825578286787118,-0.18975610791929800,-0.4662513387349160,0.9948967988315170,-0.9948967988315170,0.8017452595057240,-0.9978049875159730,0.3357364583975070,0.04823339165639170,0.9080334735870550,-0.9080334735870550,-0.8395633898522870,0.832150079072931,0.6356411744170750,0.4776507097647970,-0.4776507097647980,-0.3973766790693940,-0.11427133842187600,-0.8783005540241760,0.8783005540241760,0.9570533185612190,-0.08972316140095830,0.08972316140095910,-0.3746125216067950,0.3746125216067950
scientist,Scorpio,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,-0.5385472475287550,0.9269874886663870,0.981584330061791,0.9658169427718260,-0.23129547191043700,0.9827829078100120,-0.5285387765005190,-0.8499979421509520,-0.999963644120804,0.4652694785861690,-0.46526947858616900,-0.18317558874180900,-0.36766912527576700,-0.30171623332220800,0.944310660704363,-0.3735937028699660,-0.430643776332043,0.9016314737524870,0.5313428229699050,-0.9964089211973560,0.9964089211973560,0.9815700122970420,0.9925335342071330,0.15051307145380300,0.9803310247840850,-0.8083680797432490,-0.590344108824276,-0.9301522143993480,0.09927892127646560,-0.09927892127646610,0.997550365433064,-0.041186722788794800,0.9999796549037780,-0.6809719245690380,-0.7337130850969250,-0.9831775586806,0.28760797634241700,-0.287607976342418,0.02880671392145010,0.9970838572117980,-0.73053023532771,-0.6843862779472770,-0.9679922525124190,0.21990713346843700,-0.21990713346843800,-0.04755932618556260,-0.7036411325893510,0.7091021175734790,0.22299124454809300,-0.9687811684494640,0.9687811684494640,-0.6762867745879630,-0.7380323301067010,-0.984322668639169,0.29371146100401300,-0.29371146100401300,0.0020634047900667300,0.5357582446396680,0.5055151849093770,-0.5055151849093770,0.8454751135787940,-0.8617727891012970,0.8617727891012970,-0.45770468977243400,0.45770468977243400
scientist,Libra,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,1,0.983497126958648,0.9932896316408850,0.7711453996705310,0.4687022137588160,0.9278264556193100,-0.10691563370902900,0.9837598764343200,-0.7569099155861950,-0.6622623123890670,0.9464819741302360,-0.9464819741302360,0.9978219441465820,0.6432325420703730,0.6207873979315190,0.980001409298005,0.07473548827064980,0.999998937052463,-0.6261815818533890,-0.5157719737368720,0.9892566488146920,-0.9892566488146920,0.6923389472485740,0.5677201962401840,0.9647405203426860,0.008792290019609870,0.9979170632751260,-0.6762490542538950,-0.5711624303818370,0.9774586367701960,-0.9774586367701960,-0.2009592027830670,0.4780075304989680,-0.7154573014930140,0.6443482406109350,-0.999756543069477,-0.9877313932673230,0.5243892540169640,-0.524389254016964,0.7643769264918130,0.8281813261582460,0.6196436618108530,0.22252492941543400,0.3514703384070300,0.7287273191426480,-0.7287273191426480,0.2716749323977010,0.9797102305231040,-0.45851042869398700,-0.33497690532246600,0.9985631792556960,-0.9985631792556960,0.07328144184677220,0.7306988207108730,0.8157835059291180,0.2197129468938900,-0.21971294689389000,-0.627317720441086,-0.5170205700406110,0.9890424469158370,-0.9890424469158370,0.9909366124442290,-0.505473897072679,0.5054738970726790,-0.38498677836568000,0.38498677836568000
scientist,Sagittarius,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,0.48781848578187600,0.9663312884452830,0.6786988477507440,0.8991674961611110,0.8409743139640800,0.8478020901981260,0.9973556483315510,-0.9516884612877860,-0.9960356386871780,0.871753257688971,-0.8717532576889710,0.6960039714223820,-0.31002359684922900,0.05662571298597010,-0.06208598495295240,-0.04936038031109330,0.4230869069403670,-0.19620011578678100,-0.4082316959821060,0.8529525725963590,-0.8529525725963580,0.4668817314386480,0.7562975447760880,0.6734406042212330,0.6828076470606970,0.9450765158116280,-0.8406381173514630,-0.9396121644441290,0.968465862399017,-0.9684658623990170,0.9316480887116360,0.968142840560291,0.9648728381886540,0.7302781407291020,-0.8714237123632550,-0.7413383365337530,0.23183403056376300,-0.23183403056376400,0.9929537136800390,0.9943833996869360,0.9285928636522120,-0.9901005100398930,-0.9345300268729940,0.569449923538036,-0.5694499235380360,0.9999187772805270,0.8780733161304110,-0.9664908988092790,-0.8857717623850300,0.46802499997933300,-0.46802499997933300,0.8841008837331640,-0.9696840889613500,-0.8916151103649890,0.4792500685870450,-0.47925006858704500,-0.9714879463778900,-0.9998666144391590,0.8338410853753760,-0.8338410853753760,0.9752306393155190,-0.6791923801441570,0.6791923801441580,-0.8247142015163190,0.8247142015163190
scientist,Leo,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,0,0.10120804626036500,0.9535595302459250,0.7566627529793600,0.8758016313740360,0.3407207951512170,0.9385836622590420,0.6383785216487350,0.18307708958171900,0.26752870188099700,0.999971556858684,-0.999971556858684,0.39616591520012900,-0.5738679180498590,0.568831007657105,-0.9008533632652760,0.4382722238475790,-0.7011612378129330,0.9965795019909950,0.985678392887949,0.10870868621418700,-0.10870868621418700,0.5245937783832940,0.9805117916501160,0.04171566326770860,0.9989265763024680,0.37688792454046300,0.4706887304609550,0.5453302209228570,0.9558041673253510,-0.9558041673253510,0.34711343462012600,0.8724953637617260,0.48459460755002000,0.9862860210031040,-0.5042275156948180,-0.4275451014419060,0.751710070130304,-0.7517100701303040,-0.1553865274788890,0.9885596493799280,0.18757001318419200,0.6348525909949390,0.6993798711470650,0.8794171458351830,-0.8794171458351830,-0.004610442275074750,0.9411747115375320,-0.8618962224107040,-0.8147428370643820,0.3336201518995310,-0.3336201518995310,0.33357752599410000,0.5110530421073220,0.5835726433637830,0.9411594311337310,-0.9411594311337310,-0.6398406866967830,-0.5708815394391970,0.6325549271011140,-0.6325549271011140,0.9962428873666770,0.19048665340623900,-0.1904866534062390,0.2747884227697370,-0.2747884227697370
scientist,Leo,FALSE,TRUE,FALSE,TRUE,FALSE,3,FALSE,FALSE,2,0.507640458207798,0.9982158736429460,0.8780639038219160,0.8434692381588130,-0.9986068609209350,-0.9270525255369350,-0.5363476800145840,0.7406360782753740,0.5648392910337580,0.29034087986745600,-0.290340879867455,0.4552920251898600,0.033442601762172300,-0.03463636043410020,-0.4614709871548080,-0.14758002322570500,0.4548899981902390,-0.20291688920969500,-0.424232274990635,0.9718442280840480,-0.9718442280840480,0.9050702934428780,0.8740382848991800,-0.9999758321614720,-0.9477850319461500,-0.5857843210490880,0.7794330137478520,0.6131028117301590,0.2326867044763100,-0.23268670447630900,0.9976826266265830,-0.9020918519948520,-0.9934323430440450,-0.8748367926297220,0.9718621720672630,0.8908594475613340,-0.20299147107550700,0.20299147107550800,-0.8706393157062490,-0.9833450349325920,-0.9057690232933830,0.985636730662495,0.9197039221340540,-0.26914403741171400,0.2691440374117150,0.9455449544689190,0.5801355183048470,-0.7750586330356460,-0.6075956205195660,-0.23944259564478300,0.23944259564478200,0.8136635669913090,-0.9385274050077720,-0.8330294975764200,0.0896194178198631,-0.08961941781986320,-0.9643255130181400,-0.9994174653693730,0.651916854947957,-0.6519168549479580,0.9727981370612440,-0.4279259412149480,0.42792594121494900,-0.6256580482727000,0.6256580482727
scientist,Libra,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,1,-0.9529356386592140,0.9265702234008370,0.7806776762866780,0.7221323658183400,0.01838700670377800,-0.07557793495613560,0.37700084402785200,-0.07237142536606890,-0.2916765396200090,0.783671545082657,-0.7836715450826570,-0.9969916435152220,-0.9333984565325080,-0.8978668490784200,-0.32064305224764000,-0.2302846586720070,-0.6400599835846260,0.3713429872227910,0.5679387874730800,-0.9351119574004730,0.9351119574004730,0.9584039586980090,0.9292904585614960,0.39309508436869300,0.30501780592593200,0.6976866405854190,-0.44219273929250800,-0.6300257132644950,0.9597643482740560,-0.9597643482740560,0.9960536993419260,0.63918256638435,0.5641445076588690,0.8731379818760920,-0.679793912581764,-0.8254652601289160,0.9999884553510470,-0.9999884553510470,0.7049158111188330,0.6351991405914670,0.9129568367470970,-0.7422026978271200,-0.8723044034685430,0.9956157333749550,-0.9956157333749550,0.9955816740026590,0.9329882506788800,-0.9985398321894560,-0.9617183672611950,0.6354797866035680,-0.6354797866035680,0.8950709059515470,-0.9890554651032150,-0.931736966069545,0.5601705233728420,-0.5601705233728420,-0.9510682417394320,-0.995900712354565,0.8707855355475450,-0.8707855355475440,0.9751178335063870,-0.6762619753089990,0.6762619753089990,-0.8227434671822250,0.822743467182225
scientist,Taurus,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,1,0.9687613114276360,0.9418991293797310,0.7066704637542900,-0.42644303991649500,0.9010637048318580,0.2001821253658720,0.12966127095079800,0.26855993152210300,0.720549640279026,-0.8441932979258320,0.8441932979258320,0.8291749405406520,0.5091279191208000,-0.18880646266825400,0.9804678039866960,0.4369039607938110,-0.1202906922010940,0.4990548763085410,0.8700011820907790,-0.95075676882849,0.95075676882849,0.903273003167567,-0.7054889783540130,0.7030375333410560,-0.14054552454499700,0.4551881837431360,-0.07059968231107080,0.44577376048098300,-0.615091692318093,0.615091692318093,-0.9413373919921400,0.3299031537194640,-0.5517584498452780,0.7931977887346900,-0.4917664411176160,0.01857857501650080,-0.21729600682449600,0.2172960068244960,0.00802357596927363,0.800839599938187,-0.9521719681115270,0.7567597382870700,0.31991995565477500,-0.12485453538806100,0.12485453538806100,0.6052852184000310,-0.3131926547157840,0.6597439998382450,0.9499809790107460,-0.9931448999612850,0.9931448999612850,-0.9455320511614760,0.9975261833223730,0.8236091326169810,-0.6941811618909880,0.6941811618909880,-0.9203096229833730,-0.5941225043705580,0.42205464490791800,-0.422054644907918,0.8614405443673910,-0.7430628970951070,0.7430628970951070,-0.9799743328526360,0.9799743328526360
scientist,Virgo,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,1,-0.7638446349013270,0.8952650670839290,0.8253309737851620,0.9149404716697010,-0.11141855623161600,-0.0347409834698089,-0.9513937353172500,0.9382378391291890,0.45752994213678500,-0.6237775842417390,0.6237775842417390,-0.396295762859801,-0.9948493604670070,-0.43839608114574900,-0.5562751592147120,0.6715472835008350,0.5279484596225850,-0.9399705745150730,-0.9233678852242490,-0.027976832649211400,0.02797683264921110,0.4873196016107930,0.9989267440681740,-0.5425089589085680,0.4141625685408620,-0.9889638639314300,0.6858208505563520,0.013444404256455700,-0.9066764253869670,0.906676425386967,0.5272425846206060,0.46917632177929800,-0.5929812163493290,-0.6113156165036390,0.9697202984537560,0.8796964857473660,-0.07349203042155240,0.07349203042155250,-0.5030172453582790,0.3715592588583030,-0.994764789847322,0.7187936813124140,0.05974381963034100,-0.8861651422096310,0.8861651422096310,-0.9893028866418070,0.4120625249880410,0.23929958394662200,0.8326803825228100,0.8462357041282090,-0.8462357041282090,-0.27473894307325200,-0.37837742628230600,-0.9045524929569760,-0.7594594361467720,0.7594594361467720,-0.7860762669628590,-0.16143956931192700,0.8341736555699990,-0.8341736555699990,0.7369250808124590,-0.3148245275691700,0.3148245275691700,0.4095989632489560,-0.40959896324895600
scientist,Taurus,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,2,-0.11177766402348700,0.9165721442873110,0.9985352881256950,-0.3553993780087150,-0.5116279687446990,0.05817987138073730,0.9503854727427460,-0.42057682396343000,0.3613466382070030,0.38437571103588200,-0.38437571103588200,-0.49981576726548000,-0.05784867220266910,0.9685826270584450,0.9110112241363440,-0.9985531827149800,-0.4153571126142180,0.9485824631573920,0.8861977490553960,-0.9603560432262940,0.9603560432262940,0.8935949670045660,-0.6995128763106080,-0.8125145323254080,0.4525180764832660,0.995486081418187,-0.7482732480651540,-0.0416505457470033,0.7214581652214580,-0.7214581652214580,-0.30430671743471200,-0.4643917585547630,0.004081972503915040,0.9321629454559130,-0.3708742731325640,0.4112659527630640,0.3338648531469230,-0.33386485314692300,0.9849456256945590,-0.9538083384968700,-0.6285324290898660,0.9974989899084080,0.7431349680987880,-0.9995136257027120,0.9995136257027120,-0.8875181417347970,-0.7535213545646460,0.9947004509516450,0.6162767565000020,-0.9898573726472,0.9898573726472000,0.36584105499371100,-0.9301892470886750,-0.9098290250205710,0.9439759262699820,-0.9439759262699820,-0.6819347576539230,0.05336275260179670,0.6524819991536310,-0.6524819991536310,0.6939809687245540,-0.9992180193515820,0.9992180193515820,-0.721906263205783,0.7219062632057830
